aX,aY,aZ,gX,gY,gZ
-0.560,-0.190,-1.140,214.783,-49.072,-63.049
-0.628,-0.211,-1.213,204.468,-79.102,-56.885
-0.656,-0.270,-1.341,190.186,-98.206,-47.119
-0.651,-0.357,-1.551,184.692,-101.746,-33.936
-0.678,-0.380,-1.685,182.678,-87.830,-19.592
-0.731,-0.498,-1.812,159.424,-59.509,-12.634
-0.625,-0.631,-1.897,121.704,-35.706,-11.658
-0.538,-0.659,-1.817,85.999,-32.349,-8.484
-0.524,-0.611,-1.655,54.443,-39.673,-4.822
-0.498,-0.596,-1.460,29.236,-46.265,-3.174
-0.454,-0.614,-1.314,8.972,-51.697,-0.671
-0.413,-0.662,-1.175,-8.057,-60.486,3.662
-0.360,-0.726,-1.007,-22.461,-71.472,8.118
-0.367,-0.751,-0.817,-33.508,-78.918,10.620
-0.327,-0.792,-0.723,-33.264,-72.632,11.780
-0.237,-0.829,-0.781,-28.870,-45.959,9.277
-0.156,-0.889,-0.905,-34.424,-17.700,2.075
-0.132,-0.914,-0.972,-47.974,-7.751,-4.883
-0.144,-0.889,-0.950,-59.631,-9.399,-10.132
-0.153,-0.861,-0.985,-68.054,-5.859,-14.709
-0.153,-0.831,-1.026,-77.759,0.183,-18.799
-0.173,-0.771,-1.037,-91.492,5.188,-19.958
-0.198,-0.697,-1.010,-107.178,9.521,-18.433
-0.205,-0.642,-0.978,-123.962,14.893,-16.602
-0.201,-0.610,-0.907,-141.663,19.531,-15.503
-0.202,-0.564,-0.797,-157.715,24.780,-15.076
-0.232,-0.483,-0.663,-169.678,33.447,-15.747
-0.270,-0.441,-0.572,-179.321,45.410,-16.479
-0.323,-0.376,-0.488,-190.125,53.833,-15.503
-0.370,-0.329,-0.378,-201.660,54.199,-11.475
-0.333,-0.297,-0.271,-213.440,51.270,-6.042
-0.318,-0.253,-0.111,-225.037,50.232,-5.310
-0.396,-0.276,-0.005,-232.239,54.382,-11.414
-0.369,-0.361,-0.016,-230.835,57.983,-15.015
-0.290,-0.381,0.008,-225.281,57.251,-15.076
-0.257,-0.233,0.005,-225.464,56.702,-18.921
-0.383,-0.020,0.105,-229.553,51.880,-20.752
-0.472,0.035,0.185,-233.276,42.053,-11.047
-0.441,0.057,0.294,-234.314,33.936,10.437
-0.326,0.050,0.445,-235.352,34.607,32.532
-0.209,0.158,0.551,-239.136,46.631,44.128
-0.224,0.263,0.693,-241.455,58.350,45.349
-0.278,0.297,0.854,-239.868,64.453,45.959
-0.317,0.317,0.968,-234.924,67.200,51.147
-0.326,0.380,1.206,-225.464,69.580,62.317
-0.195,0.394,1.578,-220.093,74.524,79.224
0.084,0.343,1.951,-229.553,83.984,92.712
0.259,0.349,2.247,-242.798,93.201,94.666
0.217,0.333,2.634,-239.990,92.834,91.125
0.315,0.138,2.843,-224.609,81.787,88.013
0.557,-0.045,2.794,-200.867,61.279,86.243
0.680,-0.185,2.655,-164.185,33.264,74.097
0.776,-0.243,2.422,-118.408,13.550,55.664
0.788,-0.478,2.095,-73.853,-1.343,33.936
0.814,-0.756,1.623,-52.856,-15.198,10.498
0.365,-0.631,1.360,-53.406,-38.086,-16.907
0.327,-0.492,0.948,-54.688,-61.157,-41.077
-0.191,-0.498,1.891,-47.119,-118.958,-50.842
-0.327,-0.262,1.448,-39.734,-74.707,-28.320
-0.270,-0.279,1.459,-37.537,-40.710,-26.917
-0.160,-0.301,1.149,-33.936,-18.372,-28.503
-0.132,-0.355,0.952,-40.955,-17.944,-23.315
-0.151,-0.315,0.946,-45.837,-36.316,-17.334
-0.117,-0.290,0.921,-47.791,-45.288,-17.761
-0.080,-0.290,0.899,-45.715,-47.791,-18.738
-0.067,-0.238,0.920,-41.809,-45.288,-15.503
-0.051,-0.206,0.956,-37.415,-31.250,-12.756
-0.052,-0.199,0.998,-36.194,-8.850,-11.292
-0.059,-0.205,1.010,-39.856,10.864,-7.446
-0.065,-0.242,1.053,-44.983,20.874,-4.517
-0.096,-0.308,1.153,-46.570,26.367,-5.066
-0.031,-0.326,1.133,-48.340,33.081,-7.141
0.017,-0.262,0.914,-50.720,33.325,-15.442
-0.156,-0.435,1.249,-46.509,-0.916,-26.611
-0.193,-0.466,1.436,-40.283,-16.602,-19.409
-0.147,-0.397,1.901,-28.809,-36.865,-30.823
-0.333,-0.147,1.793,-13.916,-44.556,-42.664
-0.364,-0.045,1.215,-11.963,-19.653,-32.043
-0.180,-0.134,0.737,-14.771,-2.563,-15.869
-0.168,-0.262,0.828,-11.841,-13.245,-7.507
-0.099,-0.213,0.854,-8.789,-21.118,1.770
-0.050,-0.191,0.799,-6.775,-20.996,2.075
-0.078,-0.197,0.740,-3.052,-18.433,-3.113
-0.128,-0.245,0.731,-4.028,-14.343,-6.592
-0.202,-0.283,0.975,-5.493,-11.108,-4.395
-0.163,-0.225,1.151,-5.310,-4.272,1.282
-0.130,-0.197,1.204,-5.981,-0.671,0.244
-0.120,-0.208,1.099,-5.371,1.282,-5.188
-0.146,-0.166,0.938,-3.845,0.366,-8.057

-0.363,-0.264,-2.107,155.884,-175.781,-54.810
-0.442,-0.266,-2.285,144.165,-193.115,-51.819
-0.578,-0.322,-2.322,127.625,-182.800,-41.626
-0.708,-0.487,-2.186,95.520,-147.278,-24.902
-0.692,-0.561,-2.028,53.284,-95.459,-2.441
-0.575,-0.537,-1.784,15.198,-44.128,18.433
-0.499,-0.570,-1.478,-12.146,-6.104,33.142
-0.448,-0.675,-1.197,-33.691,24.963,40.649
-0.386,-0.763,-0.954,-50.293,53.650,43.518
-0.328,-0.814,-0.750,-60.730,76.294,43.640
-0.269,-0.866,-0.612,-66.772,88.623,41.504
-0.200,-0.909,-0.528,-68.298,89.783,38.025
-0.144,-0.909,-0.474,-66.711,83.191,32.776
-0.124,-0.899,-0.478,-62.500,72.510,25.635
-0.104,-0.883,-0.547,-54.688,62.439,18.005
-0.084,-0.851,-0.658,-48.523,54.810,9.399
-0.075,-0.826,-0.765,-48.950,45.715,0.793
-0.094,-0.781,-0.835,-54.993,34.729,-5.981
-0.136,-0.688,-0.847,-63.904,26.978,-11.658
-0.173,-0.628,-0.865,-76.782,23.560,-16.052
-0.203,-0.587,-0.859,-94.482,19.287,-16.907
-0.218,-0.550,-0.795,-112.305,15.076,-13.123
-0.191,-0.528,-0.717,-129.272,16.785,-8.606
-0.166,-0.508,-0.634,-144.958,24.841,-7.874
-0.166,-0.489,-0.548,-155.273,34.851,-11.353
-0.214,-0.420,-0.448,-161.194,44.983,-16.296
-0.271,-0.427,-0.379,-166.504,53.894,-21.179
-0.284,-0.471,-0.340,-174.316,59.082,-24.658
-0.276,-0.514,-0.282,-182.312,58.838,-28.809
-0.256,-0.534,-0.220,-188.049,59.021,-35.950
-0.292,-0.414,-0.138,-190.796,63.354,-46.509
-0.418,-0.220,-0.065,-190.002,68.237,-52.917
-0.509,-0.128,-0.059,-193.604,64.209,-49.622
-0.608,-0.052,0.028,-204.468,48.645,-35.034
-0.643,-0.085,0.141,-216.980,31.311,-14.465
-0.554,-0.172,0.193,-226.318,18.677,5.371
-0.434,-0.250,0.251,-229.004,14.587,17.517
-0.326,-0.311,0.307,-226.746,20.630,19.714
-0.262,-0.368,0.390,-218.933,36.438,17.578
-0.191,-0.402,0.453,-210.083,63.538,11.230
-0.124,-0.384,0.481,-202.332,97.168,1.221
-0.107,-0.288,0.518,-192.566,128.296,-13.367
-0.349,-0.024,0.691,-184.387,147.095,-25.330
-0.597,0.385,1.082,-195.862,147.827,-12.878
-0.450,0.708,1.496,-232.300,130.127,27.771
-0.397,0.490,1.655,-259.521,93.018,67.871
-0.223,-0.029,1.782,-267.212,50.232,95.276
0.030,-0.265,1.895,-268.982,11.108,118.164
0.175,-0.403,1.938,-254.700,-6.287,113.770
0.204,-0.481,2.000,-217.468,-1.587,86.731
0.244,-0.558,1.920,-176.880,14.404,49.622
0.229,-0.619,1.756,-146.729,29.053,15.015
0.199,-0.598,1.642,-120.605,40.344,-5.554
0.145,-0.573,1.589,-96.252,60.486,-17.578
0.122,-0.514,1.514,-78.796,95.398,-24.231
0.092,-0.323,1.532,-73.853,133.118,-22.827
0.054,-0.124,1.524,-83.801,154.358,-12.939
0.078,-0.044,1.626,-100.586,150.024,0.916
0.143,-0.142,1.602,-112.549,125.427,8.545
0.289,-0.255,1.664,-112.488,87.524,7.202
0.231,-0.493,1.262,-104.553,53.589,-10.315
-0.028,-0.623,1.636,-92.590,-25.146,-24.353
-0.158,-0.418,1.533,-67.261,-70.251,-19.104
-0.198,-0.372,1.365,-39.490,-88.074,-21.545
-0.212,-0.348,1.068,-18.555,-97.595,-28.503
-0.276,-0.263,0.936,-6.836,-110.718,-28.992
-0.351,-0.168,0.897,2.625,-108.643,-22.827
-0.317,-0.172,0.768,7.507,-85.449,-10.986
-0.274,-0.194,0.736,9.583,-51.819,3.723
-0.188,-0.239,0.710,4.333,-13.123,17.822
-0.098,-0.300,0.730,-13.672,20.264,25.574
-0.019,-0.326,0.816,-35.461,41.748,27.344
0.013,-0.324,0.913,-48.645,50.964,25.513
0.003,-0.355,0.982,-51.636,49.255,16.907
-0.030,-0.363,1.013,-49.377,42.664,6.836
-0.060,-0.352,0.929,-44.556,33.875,-2.502
-0.618,-1.035,2.106,-34.119,-1.465,-7.507
-0.024,-0.342,3.212,-9.949,-30.945,17.944
0.179,0.256,1.896,-26.367,-38.025,12.512
-0.074,-0.076,0.834,-16.418,-43.213,-26.489
-0.072,-0.363,0.343,15.991,-36.682,-33.325
-0.312,-0.454,0.486,23.437,-33.020,-25.208
-0.133,-0.199,0.408,1.709,-7.690,-9.583
-0.046,-0.143,0.397,-13.733,2.197,0.122
-0.204,-0.374,0.809,-16.174,5.371,-1.831
-0.198,-0.414,1.327,-21.667,5.066,2.197
-0.074,-0.133,1.544,-33.752,-5.859,8.362
-0.084,-0.095,1.271,-26.978,-14.709,1.038
-0.125,-0.247,0.976,-2.991,-15.137,-9.216
-0.108,-0.317,0.706,6.531,-4.761,-11.475
-0.143,-0.296,0.722,4.211,-3.235,-7.690
-0.178,-0.252,0.892,0.183,-4.272,-3.540
-0.180,-0.221,1.022,-0.183,-3.967,-0.854
-0.191,-0.220,1.074,0.977,-6.531,-1.099
-0.190,-0.221,1.006,2.136,-5.615,-2.258
-0.190,-0.235,0.920,2.197,-1.465,-3.662
-0.206,-0.249,0.876,0.977,2.686,-3.967
-0.216,-0.256,0.894,0.366,4.028,-2.136
-0.214,-0.256,0.936,-1.343,2.075,-0.244
-0.205,-0.268,0.952,-2.930,-3.174,0.427
-0.197,-0.271,0.952,-2.625,-10.620,0.122
-0.214,-0.270,0.931,-1.892,-12.878,-1.343
-0.237,-0.253,0.933,-1.282,-9.766,-2.258
-0.256,-0.232,0.941,-0.549,-3.601,-1.953
-0.249,-0.236,0.945,-0.061,0.977,-0.549
-0.230,-0.247,0.954,-0.183,3.479,1.526
-0.201,-0.262,0.944,0.000,3.235,2.502
-0.182,-0.272,0.942,0.732,1.099,2.380
-0.174,-0.271,0.942,1.099,-0.671,2.014
-0.162,-0.273,0.943,1.465,-2.258,1.892
-0.146,-0.266,0.935,1.526,-3.357,1.648
-0.148,-0.267,0.940,0.916,-4.761,0.671
-0.155,-0.259,0.955,-0.366,-6.165,-0.122
-0.161,-0.254,0.947,0.122,-3.906,-0.732
-0.182,-0.250,0.933,0.916,-0.854,-1.770
-0.195,-0.243,0.933,-0.671,0.244,-2.747
-0.213,-0.232,0.934,-3.113,-0.916,-2.869
-0.215,-0.236,0.946,-2.808,-3.357,-2.197
-0.210,-0.231,0.941,-1.343,-4.639,-1.099

0.156,-0.305,2.224,78.125,67.627,60.242
0.238,-0.312,2.256,93.445,75.256,48.218
0.293,-0.279,2.285,109.863,73.303,31.982
0.333,-0.253,2.168,123.108,66.895,13.184
0.239,-0.161,2.230,138.977,45.776,-1.709
0.253,-0.123,2.100,157.715,20.203,-9.583
0.269,-0.055,1.943,177.795,-1.892,-13.184
0.240,0.013,1.811,195.862,-10.559,-20.203
0.243,0.017,1.605,213.867,-11.597,-29.419
0.263,0.074,1.290,223.816,-10.315,-39.063
0.216,0.000,1.242,232.422,-18.555,-42.236
0.236,-0.030,1.246,229.858,-27.588,-36.560
0.214,0.028,1.162,215.576,-25.818,-35.767
0.181,-0.017,1.186,212.952,-21.057,-37.476
0.182,-0.025,1.196,218.384,-22.949,-36.560
0.220,-0.004,1.163,224.731,-25.757,-36.621
0.256,0.048,1.045,235.596,-29.541,-42.175
0.198,-0.022,1.003,252.686,-37.415,-48.279
0.255,-0.099,0.731,259.155,-43.030,-50.293
0.221,-0.154,0.682,253.845,-52.795,-55.176
0.134,-0.168,0.640,242.065,-61.157,-63.843
0.035,-0.109,0.622,233.276,-66.528,-70.801
0.003,-0.087,0.529,233.948,-71.655,-72.632
-0.049,-0.099,0.400,237.366,-76.477,-73.730
-0.133,-0.083,0.315,240.845,-77.454,-74.341
-0.148,-0.153,0.189,242.920,-73.914,-72.266
-0.211,-0.260,-0.015,237.915,-70.557,-69.458
-0.277,-0.300,-0.136,235.107,-63.721,-67.017
-0.282,-0.307,-0.257,232.483,-49.438,-64.880
-0.311,-0.300,-0.379,222.900,-37.292,-62.012
-0.363,-0.293,-0.503,218.506,-26.123,-56.335
-0.378,-0.289,-0.601,219.910,-13.611,-51.880
-0.364,-0.286,-0.736,217.407,-4.639,-53.162
-0.410,-0.295,-0.960,206.787,-6.409,-57.800
-0.534,-0.335,-1.122,198.364,-18.188,-59.082
-0.581,-0.313,-1.298,187.744,-33.020,-56.152
-0.688,-0.299,-1.438,166.077,-50.232,-54.932
-0.697,-0.218,-1.717,145.752,-72.571,-53.467
-0.713,-0.118,-2.001,127.380,-109.375,-51.758
-0.837,-0.109,-2.122,110.535,-153.992,-48.340
-0.901,-0.180,-2.172,96.191,-184.082,-40.222
-0.872,-0.247,-2.198,77.698,-182.068,-30.029
-0.903,-0.403,-2.078,50.720,-151.062,-21.118
-0.864,-0.568,-1.865,15.869,-99.304,-7.935
-0.743,-0.596,-1.584,-19.287,-37.598,12.695
-0.572,-0.546,-1.316,-44.250,19.226,33.325
-0.445,-0.622,-1.071,-60.181,59.265,44.189
-0.317,-0.718,-0.926,-75.317,83.191,48.096
-0.223,-0.784,-0.803,-88.440,87.708,47.424
-0.152,-0.818,-0.709,-94.299,76.477,43.274
-0.125,-0.832,-0.674,-95.642,59.387,34.546
-0.118,-0.836,-0.651,-95.886,42.603,21.729
-0.124,-0.794,-0.672,-100.037,27.405,8.240
-0.154,-0.771,-0.685,-108.276,9.705,-4.395
-0.195,-0.738,-0.650,-115.906,-7.080,-15.198
-0.236,-0.705,-0.590,-121.033,-12.878,-23.865
-0.254,-0.569,-0.556,-125.610,-3.662,-29.846
-0.277,-0.438,-0.566,-130.310,12.085,-31.128
-0.339,-0.370,-0.515,-135.742,21.606,-26.123
-0.344,-0.367,-0.487,-147.339,30.273,-15.808
-0.313,-0.403,-0.457,-163.391,37.109,-7.263
-0.303,-0.435,-0.329,-176.941,40.527,-4.456
-0.286,-0.458,-0.228,-188.110,44.739,-8.911
-0.278,-0.478,-0.149,-195.068,49.133,-18.555
-0.286,-0.489,-0.069,-195.557,54.626,-30.212
-0.286,-0.370,-0.018,-193.909,65.430,-40.527
-0.314,-0.283,0.068,-190.735,76.233,-45.898
-0.358,-0.187,0.178,-186.584,87.646,-44.067
-0.459,-0.032,0.306,-180.664,103.577,-32.288
-0.516,0.175,0.491,-175.964,115.723,-6.104
-0.483,0.101,0.496,-181.274,123.230,27.527
-0.361,-0.100,0.511,-201.843,108.093,61.096
-0.267,-0.218,0.646,-231.201,76.538,80.505
-0.207,-0.257,0.875,-249.512,50.842,81.360
-0.163,-0.327,1.045,-246.216,41.016,68.115
-0.170,-0.383,1.179,-225.647,47.974,48.828
-0.155,-0.354,1.230,-190.918,78.796,33.630
-0.123,-0.362,1.152,-153.259,123.962,26.855
-0.080,-0.295,1.054,-130.798,158.020,28.748
-0.130,0.020,1.165,-126.831,167.969,37.598
-0.165,0.255,1.319,-135.925,152.283,65.186
-0.003,-0.001,1.377,-156.921,118.164,90.637
0.136,-0.185,1.488,-181.152,74.707,104.736
0.233,-0.328,1.619,-196.960,37.170,102.722
0.272,-0.479,1.803,-198.242,13.062,83.984
0.274,-0.504,1.843,-176.453,4.517,57.495
0.287,-0.547,1.815,-139.893,7.202,30.457
0.318,-0.591,1.628,-102.722,21.240,6.226
0.298,-0.601,1.561,-81.482,38.452,-11.536
0.223,-0.436,1.460,-73.669,62.500,-19.287
0.104,-0.317,1.461,-75.623,81.848,-17.151
0.193,-0.243,1.568,-84.717,88.196,-9.216
0.104,-0.063,1.082,-97.351,108.154,-15.747
0.163,-0.459,1.208,-114.441,48.828,-21.729
-0.083,-0.344,1.703,-111.877,2.319,-1.892
-0.037,-0.364,1.710,-102.600,6.042,-2.014
0.014,-0.603,1.564,-84.656,26.428,-13.245
0.022,-0.512,0.829,-65.430,41.443,-12.756
0.154,-0.584,0.626,-55.969,-2.686,-6.836
0.155,-0.441,0.724,-53.528,-60.303,-6.287
-0.009,-0.339,0.962,-53.589,-94.543,-17.700
-0.160,-0.205,1.195,-45.044,-89.294,-17.273
-0.181,-0.084,1.189,-34.851,-45.898,-3.784
-0.081,-0.213,1.071,-32.654,-3.540,7.141
0.051,-0.295,1.008,-36.072,16.968,19.897
0.117,-0.354,0.989,-45.654,18.127,23.315
0.082,-0.406,1.159,-55.969,2.686,15.808
-0.006,-0.565,1.234,-62.195,-9.277,6.958
0.141,-0.386,1.781,-85.083,-56.213,-1.038
0.096,-0.116,2.463,-101.929,-124.512,-12.268
-0.150,-0.234,2.075,-64.636,-113.281,-31.677
-0.196,-0.200,1.136,10.559,-46.509,-31.616
-0.257,-0.263,0.666,47.363,-10.864,-19.043
-0.120,-0.274,0.429,48.828,16.907,-1.038
-0.012,-0.205,0.268,25.940,26.001,9.949
-0.060,-0.233,0.492,-6.775,5.005,4.211
-0.114,-0.167,0.886,-31.860,-19.897,-5.432
-0.119,-0.198,1.111,-44.373,-32.043,-13.611
-0.156,-0.300,1.210,-45.837,-31.982,-21.118

0.315,-0.301,1.992,121.460,54.749,20.142
0.342,-0.258,1.983,134.949,45.288,9.460
0.326,-0.208,1.931,147.522,33.813,-2.136
0.314,-0.171,1.875,161.316,23.499,-12.207
0.258,-0.099,1.802,174.377,14.282,-19.836
0.253,-0.065,1.688,183.594,9.766,-26.001
0.244,-0.099,1.633,188.477,-2.258,-27.649
0.263,-0.111,1.539,191.345,-13.489,-28.870
0.273,-0.052,1.514,199.829,-15.747,-31.921
0.266,-0.036,1.453,209.595,-9.949,-35.706
0.258,-0.079,1.328,212.646,-5.798,-39.490
0.259,-0.093,1.136,207.642,-9.277,-43.762
0.189,-0.062,1.031,203.796,-24.353,-46.875
0.141,-0.042,0.997,208.374,-42.969,-44.495
0.152,-0.079,0.878,213.684,-54.810,-39.001
0.184,-0.078,0.752,214.600,-62.134,-36.682
0.211,-0.138,0.697,210.693,-69.763,-35.828
0.180,-0.165,0.638,200.256,-73.059,-37.903
0.093,-0.161,0.648,197.510,-68.909,-42.725
0.078,-0.239,0.615,201.294,-61.646,-43.518
0.051,-0.231,0.497,202.759,-55.725,-45.532
-0.022,-0.221,0.460,207.397,-54.321,-48.950
-0.025,-0.307,0.345,209.229,-57.190,-47.607
-0.038,-0.324,0.212,201.111,-62.012,-48.218
-0.116,-0.365,0.266,193.481,-63.843,-48.889
-0.109,-0.467,0.182,187.012,-58.594,-46.814
-0.167,-0.566,0.146,176.758,-55.908,-46.143
-0.197,-0.706,0.191,167.175,-52.002,-44.556
-0.190,-0.746,0.189,158.630,-41.321,-46.326
-0.173,-0.742,0.217,157.776,-29.785,-48.706
-0.146,-0.754,0.159,162.598,-23.132,-52.185
-0.128,-0.692,-0.006,170.532,-21.301,-60.608
-0.199,-0.559,-0.018,181.152,-18.738,-72.693
-0.282,-0.373,-0.114,194.824,-11.047,-78.857
-0.375,-0.378,-0.310,194.702,-7.385,-82.458
-0.460,-0.440,-0.515,187.439,-13.672,-84.839
-0.523,-0.354,-0.710,181.458,-25.513,-82.886
-0.608,-0.332,-0.861,174.438,-39.795,-81.421
-0.703,-0.256,-1.153,175.842,-47.302,-77.881
-0.724,-0.213,-1.526,184.448,-48.035,-68.237
-0.588,-0.023,-1.793,181.580,-46.143,-47.241
-0.926,0.013,-2.217,171.204,-34.607,-12.817
-1.278,0.098,-2.408,139.465,-36.194,14.648
-1.632,-0.112,-2.165,80.566,-52.185,13.855
-1.402,-0.399,-1.830,14.954,-51.208,7.263
-1.057,-0.501,-1.678,-34.668,-29.480,21.179
-0.851,-0.576,-1.312,-68.298,-13.855,41.382
-0.695,-0.716,-0.894,-93.323,-1.892,50.354
-0.531,-0.777,-0.664,-108.826,14.404,57.739
-0.376,-0.868,-0.502,-107.361,22.461,64.026
-0.234,-0.919,-0.325,-99.548,23.865,63.477
-0.128,-0.912,-0.226,-96.985,21.667,56.091
-0.082,-0.877,-0.197,-95.703,13.489,45.288
-0.091,-0.842,-0.168,-90.881,0.122,34.119
-0.159,-0.843,-0.165,-85.999,-12.512,23.621
-0.236,-0.829,-0.219,-83.801,-23.499,15.442
-0.309,-0.798,-0.266,-81.970,-33.203,11.353
-0.357,-0.766,-0.320,-83.069,-41.626,10.742
-0.379,-0.764,-0.381,-90.332,-48.523,12.085
-0.373,-0.751,-0.378,-99.670,-53.223,13.550
-0.361,-0.733,-0.326,-111.633,-52.002,12.573
-0.325,-0.733,-0.296,-123.840,-43.091,8.545
-0.318,-0.680,-0.219,-132.324,-29.541,2.991
-0.346,-0.618,-0.117,-134.949,-14.099,-0.732
-0.331,-0.650,-0.138,-135.864,1.160,-1.648
-0.315,-0.613,-0.114,-137.634,9.827,-1.892
-0.372,-0.536,-0.037,-140.442,11.963,-2.991
-0.440,-0.529,-0.003,-140.381,11.597,-2.502
-0.454,-0.533,0.021,-138.794,9.094,1.282
-0.439,-0.548,0.045,-142.761,5.798,5.249
-0.400,-0.568,0.067,-152.649,3.845,5.005
-0.371,-0.571,0.083,-164.185,3.113,1.221
-0.359,-0.563,0.110,-172.485,2.319,-5.310
-0.355,-0.537,0.172,-175.232,1.282,-13.794
-0.372,-0.484,0.243,-175.293,2.014,-21.301
-0.444,-0.276,0.382,-171.814,4.883,-21.362
-0.526,-0.202,0.453,-165.344,13.428,-11.841
-0.456,-0.207,0.488,-164.185,21.301,4.883
-0.385,-0.200,0.555,-172.852,21.973,24.841
-0.325,-0.255,0.624,-184.570,16.968,39.429
-0.266,-0.315,0.691,-193.298,12.024,46.143
-0.262,-0.348,0.753,-194.153,5.249,46.021
-0.269,-0.396,0.786,-186.279,2.258,41.077
-0.272,-0.442,0.785,-175.049,5.859,34.790
-0.236,-0.439,0.781,-167.480,15.930,30.212
-0.199,-0.413,0.828,-164.795,32.349,30.762
-0.113,-0.334,0.872,-167.419,52.002,35.217
-0.095,-0.012,0.948,-167.480,68.115,43.518
-0.198,0.162,1.252,-155.029,70.679,59.875
-0.071,0.161,1.518,-152.039,76.355,84.656
0.091,0.029,1.634,-167.908,90.820,99.304
0.235,-0.169,1.714,-185.425,99.426,97.961
0.365,-0.459,1.786,-191.589,90.454,82.581
0.371,-0.641,1.916,-183.899,65.247,59.387
0.290,-0.659,1.964,-168.091,36.377,33.020
0.276,-0.635,1.857,-146.545,14.221,6.592
0.137,-0.588,1.713,-126.526,3.906,-9.033
0.032,-0.553,1.528,-109.924,7.263,-13.672
-0.004,-0.465,1.333,-104.553,23.132,-12.329
0.166,-0.452,1.233,-108.887,49.622,-12.573
-0.116,-0.410,1.005,-120.728,97.168,-15.320
0.212,-0.488,0.551,-141.113,103.821,-11.353
0.063,-0.197,0.723,-150.269,75.317,19.531
0.056,0.013,1.001,-155.457,56.519,18.311
0.111,-0.085,1.315,-147.278,57.922,7.385
0.041,0.021,1.356,-150.085,62.988,15.442
-0.015,0.210,1.317,-148.254,64.331,20.935
0.092,0.178,1.082,-136.230,52.612,13.184
0.102,0.190,0.967,-114.685,2.441,15.747
0.032,0.216,1.031,-82.092,-50.598,22.095
-0.050,0.106,1.148,-54.382,-86.365,16.602
-0.131,-0.102,1.206,-38.330,-87.097,5.737
-0.322,-0.237,1.238,-37.231,-72.144,0.916
0.631,-0.594,2.387,26.794,-121.826,3.845
-0.049,0.266,2.929,88.318,-223.511,-1.160
-0.560,-0.342,2.314,18.677,-151.978,-33.142
-0.064,-0.071,1.067,-66.650,37.109,-40.527
0.030,0.155,0.285,-72.388,105.957,-19.165
0.078,0.120,0.302,-33.020,76.782,-14.221

0.123,-0.284,2.339,171.143,58.838,-41.138
0.256,-0.190,2.427,186.157,62.500,-20.081
0.374,-0.170,2.232,183.655,66.101,-18.738
0.520,-0.299,1.850,187.256,48.767,-25.574
0.484,-0.315,1.908,208.374,-0.061,-20.508
0.407,-0.285,1.907,221.008,-42.847,-14.954
0.325,-0.238,1.862,230.286,-66.040,-14.709
0.260,-0.083,1.673,236.206,-66.650,-23.193
0.189,0.061,1.549,251.953,-66.528,-28.259
0.176,0.071,1.443,275.452,-78.491,-23.376
0.151,-0.011,1.259,287.659,-82.092,-18.433
0.129,-0.058,1.080,289.124,-81.238,-18.005
0.135,-0.166,0.958,283.936,-77.026,-21.179
0.151,-0.170,0.805,269.592,-69.397,-28.564
0.128,-0.104,0.869,261.108,-66.528,-33.325
0.158,-0.067,0.786,260.803,-55.176,-34.912
0.175,-0.033,0.704,262.634,-40.588,-37.720
0.184,-0.140,0.593,260.559,-39.490,-38.147
0.157,-0.274,0.532,247.986,-50.293,-39.856
0.067,-0.260,0.514,233.093,-56.152,-47.241
0.024,-0.228,0.531,232.727,-55.176,-54.932
0.023,-0.239,0.428,240.967,-48.157,-60.608
0.004,-0.223,0.345,248.474,-39.490,-67.627
-0.027,-0.261,0.265,251.892,-34.119,-70.984
-0.126,-0.355,0.070,244.995,-31.189,-68.726
-0.272,-0.512,-0.015,230.408,-32.349,-65.674
-0.312,-0.637,-0.029,214.172,-31.860,-62.683
-0.264,-0.628,-0.002,201.172,-20.020,-60.425
-0.252,-0.626,-0.083,193.726,-5.920,-62.195
-0.246,-0.615,-0.173,189.392,-4.639,-66.772
-0.275,-0.517,-0.196,185.669,-10.315,-75.195
-0.297,-0.386,-0.290,184.692,-14.709,-84.778
-0.351,-0.287,-0.473,186.157,-22.461,-93.506
-0.449,-0.259,-0.613,187.256,-37.781,-98.999
-0.507,-0.213,-0.730,184.814,-49.072,-98.083
-0.544,-0.171,-0.962,179.504,-52.429,-95.337
-0.565,-0.164,-1.222,172.668,-63.293,-91.736
-0.559,-0.123,-1.477,167.480,-75.684,-85.938
-0.512,-0.097,-1.707,171.326,-82.947,-77.637
-0.701,-0.092,-1.892,166.077,-79.041,-59.143
-0.687,0.167,-2.161,145.020,-76.782,-38.330
-0.691,0.422,-2.305,103.638,-87.036,-30.823
-0.957,0.176,-2.177,55.176,-106.384,-40.161
-1.008,-0.212,-1.799,8.179,-119.202,-47.913
-0.908,-0.375,-1.535,-36.133,-102.417,-29.480
-0.721,-0.350,-1.298,-69.092,-68.970,-6.531
-0.623,-0.440,-1.119,-88.257,-39.612,4.517
-0.558,-0.570,-0.969,-95.520,-18.921,8.240
-0.497,-0.689,-0.821,-91.919,-1.526,11.536
-0.426,-0.726,-0.782,-88.013,18.372,13.855
-0.374,-0.758,-0.759,-89.539,31.494,13.367
-0.326,-0.740,-0.723,-95.642,35.706,11.536
-0.297,-0.718,-0.681,-106.445,30.396,9.155
-0.299,-0.693,-0.634,-117.676,17.883,5.127
-0.330,-0.656,-0.587,-122.498,6.042,1.099
-0.356,-0.598,-0.565,-121.704,3.479,-2.075
-0.368,-0.555,-0.582,-123.108,7.568,-4.456
